n,p,k,temperature,humidity,ph,rainfall,label
123.0437619,70.31120306,87.31737664,24.10814734,77.77493382,6.022130698,452.4213844,watermelon
130.3435645,59.45836672,94.82694643,29.61488361,63.5964158,6.710024972,708.492926,watermelon
103.8273776,66.72077797,97.63339843,26.1561969,68.69291086,6.534303111,600.7526889,watermelon
90.56158305,48.1312815,141.4927917,8.827828246,30.10970724,5.501322404,291.7416131,chickpea
129.4464373,29.25886819,13.02228487,8.828682615,55.44237777,3.588954237,175.0514925,coffee
139.2413305,137.4707448,178.2726797,8.831002977,81.57086528,4.519761626,240.9560315,rice
108.0,111.0,10.0,8.84235,55.858792,9.887725,296.946094,coffee
33.859732,57.66433087,21.04284424,8.845206294,74.2254755,7.177389508,202.5005322,pigeonpeas
89.56217847,46.44172529,130.848547,8.852156518,89.71094862,8.245976506,67.47436174,chickpea
6.375980986,97.54389297,88.76755935,8.853598809,29.90976984,9.005292537,67.21374238,chickpea
7.521716238,133.5902675,18.96318497,8.855749129,45.44335535,9.789629249,54.11365646,lentil
99.47736645,16.11911901,189.2348766,8.861951646,76.99615257,6.982035813,65.02760531,chickpea
95.45717067,49.45397802,65.6463127,8.867131873,30.74826224,8.813548571,25.39211582,muskmelon
34.04754646,56.66970528,159.9847383,8.878379927,71.41500044,8.933393685,145.4860883,chickpea
60.70076773,33.02445122,100.944277,8.880992596,23.26038446,4.586952332,187.1788753,chickpea
94.74555263,51.45807635,118.7259978,8.88331169,50.44556152,5.192632102,226.7464773,chickpea
11.3746247,63.63895376,23.30287352,8.891048101,36.16701666,6.920857926,79.73510731,pigeonpeas
73.49731414,137.2844604,33.06334429,8.891467073,14.95922105,4.849397834,256.7003686,kidneybeans
51.0,65.0,109.0,8.896572,53.679271,5.935615,72.114903,chickpea
32.07751813,50.13234113,119.4336625,8.924209479,73.23463122,7.710082246,86.61747636,chickpea
1.429384486,66.28240282,106.2138283,8.945299389,36.38335215,7.620376018,161.0785828,chickpea
91.40236848,7.673485132,177.8994605,8.946196502,39.89034799,5.346599796,93.33558379,chickpea
92.30574455,71.2638052,92.8366118,8.950418899,35.62322605,6.623922224,45.55112687,watermelon
46.76793576,110.1040625,48.9449432,8.951097121,57.26553126,3.742650915,120.8355116,banana
71.31275086,119.9377157,8.061830397,8.960148218,65.1360539,6.160772419,298.0807461,maize
11.75287463,77.7239244,126.6743431,8.974125112,27.62297224,9.837220472,268.1563479,chickpea
7.584508199,61.68487678,29.68383604,8.976374501,49.5117682,6.406928644,178.1042335,pigeonpeas
34.78628769,111.7208127,41.63772445,8.977298977,87.50843025,6.291733513,217.1330509,rice
107.6869785,77.52739197,115.5428735,8.979466845,84.21510482,7.573774011,30.13558165,muskmelon
56.09340336,7.114140991,160.8944397,8.991484553,61.44106662,5.868421816,101.1735118,chickpea
97.04129391,42.86459558,6.415236924,8.994404321,35.34027401,7.105792392,139.9785561,maize
72.49409018,109.014713,49.33769938,8.996307732,38.42621145,6.346328803,61.88963776,maize
97.40173548,68.70881237,152.5885366,8.999050975,61.63340945,5.32253663,139.2049105,chickpea
19.48009876,55.58161428,117.2364334,9.007800623,87.94325803,6.552001142,95.99328744,chickpea
87.6445434,85.78196058,34.93772806,9.013642967,17.14120676,4.014418856,237.9341379,kidneybeans
123.6752381,48.99166218,107.3078328,9.016995946,38.50120484,9.461691509,170.1923882,chickpea
87.42117537,104.6673323,100.0847152,9.018057668,62.0462919,6.973121594,239.5820108,banana
87.53003832,141.6711705,56.11204419,9.021712053,69.3472472,6.85096877,223.1369861,coffee
139.9756128,82.96593611,27.47363077,9.025275072,17.15653174,8.155975374,234.0675804,kidneybeans
9.824840799,107.3152419,172.1952792,9.026116104,23.21091498,7.640518346,199.7986837,chickpea
94.10320533,39.73787243,103.38546,9.027354277,48.30345878,9.864187657,207.8082607,coffee
3.120374109,72.27578105,158.8282319,9.030910022,76.49568773,7.849083349,83.9138374,chickpea
81.806333,52.22501434,96.4408185,9.03507008,46.20298127,5.693417589,149.2065741,chickpea
128.0097917,63.73563702,62.89435777,9.038215702,33.86795238,6.351966258,160.6926299,coffee
58.88370505,133.9563237,18.4095783,9.039110243,98.51242382,4.4034268,95.16333755,coconut
102.8676856,31.66717452,104.7514782,9.040071894,60.92045693,9.454235152,286.5592562,coffee
31.66057204,61.61142628,22.77045028,9.040126366,76.87793165,5.298799955,116.1455447,pigeonpeas
129.04744,66.40828409,158.8316595,9.042286772,66.46229738,8.686203273,82.80341698,chickpea
37.08402318,98.86391896,195.324146,9.054204962,56.94936233,9.616403727,20.31290233,muskmelon
98.59054551,68.41426046,107.007896,9.055148026,29.15819547,7.070043219,186.9025583,chickpea
126.8569047,75.84844695,162.6763949,9.067708759,66.88271443,6.201439002,282.4721181,banana
93.44057759,105.045507,88.62891598,9.072845878,71.61741065,6.665456392,111.7920888,banana
118.3693738,44.39388362,9.664910974,9.081760228,49.93196322,8.212873673,135.0687558,coffee
139.5054339,32.14858508,84.62176417,9.097765512,60.02850155,8.438409037,36.41401748,watermelon
125.5180363,16.1970379,38.69483035,9.106098622,68.92294504,4.589244016,88.94894069,coffee
124.2768347,75.87521444,115.7699999,9.113612356,86.25764478,4.931052432,54.43206501,banana
30.38237162,47.15808257,82.60778099,9.11502422,37.62573944,9.560543341,75.89825073,chickpea
64.66295073,39.46455517,129.6181567,9.115070045,74.89492637,8.998912464,39.12707806,chickpea
103.9811907,35.32079483,26.36299299,9.115846288,75.66643865,7.325593569,287.2567491,rice
135.4637791,126.522129,33.03966551,9.118756194,79.97100936,4.034075978,24.30841033,muskmelon
88.18051104,69.27554017,74.59224901,9.122906342,60.10186418,3.909673442,38.01964744,watermelon
114.4883953,142.9288323,32.6477993,9.122907622,31.48052406,6.194143519,263.7332327,coffee
3.304854421,99.3886934,11.18209523,9.128941895,82.40944868,7.429537915,209.7827144,pigeonpeas
99.64019275,114.573129,48.8233471,9.129233149,25.09764412,9.56489699,172.7558579,kidneybeans
8.387348452,100.9322311,28.78322875,9.130266578,74.57831849,6.494438756,32.82266361,lentil
95.20679265,67.32064854,141.8627332,9.136473158,97.31157112,4.772653953,269.3594045,papaya
104.1491265,78.96743594,101.7314168,9.144208934,24.79203405,6.162820056,262.520477,banana
134.9279976,62.6276892,9.560769292,9.145670468,33.61567734,8.662342603,107.8196808,maize
18.64338344,36.73883161,155.6044544,9.146524246,36.15507631,4.232424975,234.3884451,chickpea
90.03192447,101.95086,89.22131478,9.147334013,63.79827921,5.874849131,84.79206464,banana
40.06467026,52.83253774,91.39846371,9.149638622,90.01812037,4.811395483,23.59492818,muskmelon
86.58719651,117.8865009,87.83700288,9.151760754,43.99220419,5.473678102,54.15749222,watermelon
94.14100934,50.73470751,120.1420124,9.153988608,53.24365886,6.826603094,24.73148605,muskmelon
91.13253167,118.2065683,6.915002923,9.154081598,68.25424883,9.798664006,106.0564704,maize
9.309898134,13.38228321,70.49027834,9.156838812,26.22719185,8.900018601,157.8614447,chickpea
65.13661022,11.054243,150.2213653,9.165030399,48.01926429,8.138793698,20.42057537,muskmelon
93.09989453,16.40812729,66.86486073,9.173332736,52.86662413,4.414610291,44.02221178,watermelon
39.3949676,43.94268139,190.0770467,9.176497734,38.91656516,5.942329703,195.54284,chickpea
117.1246729,45.07594268,7.013384227,9.179313617,41.60472024,4.797635463,119.396152,maize
97.73138296,81.88260405,33.46564448,9.181428245,79.59353823,9.635897236,270.3085948,banana
24.78348229,88.18457747,43.24404825,9.192546138,31.13460954,3.67519616,52.86667751,lentil
104.1590516,15.74292356,35.52518617,9.193815478,37.21147027,6.738657345,35.52196373,watermelon
104.9760047,33.11984818,133.1651699,9.200248582,54.81297733,6.833667737,267.4178831,coffee
7.149271424,93.85205918,139.0742952,9.209101898,16.46754203,7.443115877,270.544464,chickpea
43.28898921,46.28151219,111.2195423,9.217359598,73.67068362,5.69441486,191.0889306,chickpea
128.0519422,70.01310216,17.9582396,9.222721487,52.97589776,5.152593472,261.6414307,banana
10.91421872,32.50689491,145.4247216,9.227777166,47.85381137,7.741519395,85.77110939,chickpea
56.30564567,92.81212396,191.51611,9.239889887,58.87434981,6.916214185,106.950278,chickpea
42.95110664,31.21360913,15.8158282,9.244444657,61.85627959,7.105644532,55.21019864,chickpea
45.94029557,62.16821525,23.65434356,9.245499748,59.94401272,6.570511968,246.1446694,pigeonpeas
115.0411301,57.37482547,102.5985956,9.24563287,79.45027628,9.177027494,160.6896847,chickpea
61.43109946,41.32872912,98.97482659,9.248730291,93.23278931,9.739656673,58.36726031,chickpea
137.8846754,110.2157654,64.2407973,9.251395538,55.06861249,4.496008002,253.1511391,coffee
128.5280291,8.46537194,117.0513163,9.253908305,45.97366767,8.829837711,96.92102534,chickpea
81.10429988,67.86233036,126.5761695,9.261239404,89.18570656,4.958302466,98.70971786,chickpea
138.6699042,68.10708863,110.1219311,9.26985532,22.80271961,9.493720558,32.77338261,chickpea
89.53918803,127.0991078,71.80984911,9.276433621,20.26039703,6.177519507,173.2013084,coffee
88.95129704,107.3648301,129.3713899,9.277726676,95.97649788,6.336418635,86.20711181,banana
9.887095732,72.49977507,16.59346365,9.281823976,75.8296891,9.903471003,239.47264,pigeonpeas
69.93246927,14.61946605,94.65705545,9.282419462,72.83940115,3.942143908,171.8548156,chickpea
21.4337581,17.70512971,39.37760315,9.283861313,97.24404083,7.244910657,254.1599916,coconut
130.6629396,63.88478139,122.461021,9.290830007,68.87198071,5.720345694,284.4430252,chickpea
73.49281827,6.66058054,111.0288727,9.301001644,22.29937291,7.738455117,181.0822217,chickpea
130.8541559,10.1075514,110.1464009,9.305161898,72.10668965,9.541150496,267.5217754,chickpea
29.41113745,81.05290627,12.92128133,9.306821455,42.59309641,4.323228021,126.1580814,pigeonpeas
14.24773159,34.77583339,25.2387404,9.310701352,44.74940011,9.568048595,295.5055603,pigeonpeas
59.37457734,94.22339726,47.87328156,9.311225547,32.54905356,7.092175599,35.09965969,lentil
74.43814221,40.86355198,40.1932021,9.32068288,25.30061742,7.792970546,225.4639449,kidneybeans
133.6274686,96.57453512,140.3373139,9.331457638,46.11810641,3.567418169,182.394164,banana
5.409580604,31.78476133,61.54767805,9.332209914,17.70366693,5.9381489,43.12523828,chickpea
96.38442596,14.2912173,77.43696445,9.332634487,90.72331426,5.581026267,266.8898212,chickpea
82.7895335,106.2278416,58.78372177,9.338253952,79.86033094,6.478505805,250.953314,banana
17.26494032,31.81094595,196.4740725,9.340222842,77.6751597,6.321438822,104.8842252,chickpea
121.0291637,71.69601597,108.9438286,9.345934352,28.41203097,8.599670414,71.58243848,banana
111.2416524,36.04080293,100.8084317,9.350239856,37.99503828,4.008289156,145.079243,coffee
1.099686943,29.68798165,95.85286473,9.35848953,30.91152679,8.144638254,51.44750574,chickpea
102.106445,48.667786,74.15581566,9.361036111,80.48072497,9.574222797,29.59927229,muskmelon
133.0595422,29.36312997,178.7376568,9.37154415,43.59853506,8.426970985,86.9136188,chickpea
4.947799026,119.2012786,114.9378431,9.371866393,15.46224498,8.449565232,117.9667482,chickpea
101.3198589,97.13036623,39.17535937,9.372258196,87.93001375,4.938433269,32.2142648,banana
69.24314402,103.9347085,122.371996,9.372658661,41.66096828,8.083187589,180.6611151,chickpea
123.9961797,144.3554929,148.2250325,9.376400085,89.64555787,8.029612423,177.5281824,banana
74.78044621,65.36317791,159.6225879,9.388016197,32.41464737,4.775767123,53.75301814,chickpea
86.36284785,82.54188304,129.9463412,9.388478687,95.53780137,3.604626733,74.15854639,banana
133.688682,80.09642613,113.7372776,9.389567328,84.610287,4.729633214,188.9909616,banana
30.46739426,117.288488,58.33791428,9.389709636,91.2595933,9.023833699,134.8110748,papaya
16.97788549,79.65652981,137.0299283,9.396833141,95.43428389,5.800049446,71.8342698,chickpea
62.70122636,23.78123907,159.5171162,9.397972576,39.21584774,7.167246404,165.6565901,chickpea
65.67651964,89.34280156,41.23046174,9.399120664,97.81601676,5.74768352,274.9017038,coconut
125.2372709,70.99732431,97.46044814,9.399159785,32.00832589,3.64837139,209.0532601,banana
72.91474498,53.30331945,126.5634337,9.400183814,14.72092864,8.898817501,182.6653963,chickpea
28.62628828,68.85525441,144.0058073,9.401490181,92.10304837,5.143983766,282.0794848,papaya
50.31242595,35.54113237,75.59648075,9.407171862,98.01894201,8.279316706,113.9249946,chickpea
69.25257113,32.29616586,8.904486844,9.409498372,76.20518338,7.571642917,288.1169554,orange
100.6994363,102.1244054,198.9226397,9.412841173,25.71245438,9.823764666,289.3019133,banana
2.450868255,16.37971712,130.0025733,9.413187017,52.68739047,5.718863795,202.6028242,chickpea
113.6291287,101.6303378,134.5601716,9.41831652,92.66569314,5.24999514,205.7235005,banana
86.13693003,56.93793584,124.7394407,9.423353284,99.51551503,6.629090118,93.89880874,chickpea
67.43375027,132.6432324,23.47302408,9.42681197,42.28431695,9.517972438,225.8654369,maize
57.81877108,97.13815865,84.15005323,9.430062705,92.80117324,9.667641207,148.6664732,papaya
81.91687892,52.60637338,10.37679309,9.430480877,99.17175818,5.377351797,53.68191519,mungbean
99.03189516,129.8089625,20.93200834,9.431154634,89.28718196,9.551663908,297.7504245,rice
11.8180879,103.1856746,147.2583311,9.45196309,68.86260247,7.027241065,98.19026332,chickpea
43.66410377,71.34732967,144.3113355,9.452928441,66.6980707,4.920339732,224.6739431,chickpea
113.2825238,34.49323865,106.1264459,9.463829509,99.94373475,4.615418324,111.018507,chickpea
87.39872091,12.2717352,178.9032955,9.463850491,48.23076532,3.793419851,241.3512002,coffee
62.37744587,93.13579847,143.7210582,9.464303484,87.39430786,9.90277361,171.3047641,chickpea
38.16037705,43.59280911,95.56846489,9.465563799,30.37683117,8.986640227,211.8846852,chickpea
88.91907478,57.67352605,48.29214268,9.468510811,29.03977719,7.02109764,166.2671009,coffee
121.2446542,77.07882327,164.7879417,9.468834352,78.17112125,7.678491369,205.0731949,banana
106.0041392,101.0969973,108.7363186,9.484027289,70.75676133,5.658838362,33.20020217,banana
6.70527376,102.5071891,12.65827031,9.48707411,55.44268295,7.75764072,128.6899243,pigeonpeas
134.3773625,50.74737221,109.3165883,9.49022969,73.03395008,3.789633007,181.9076141,chickpea
49.03477666,83.41071711,89.04668598,9.494768567,67.65162796,7.731175188,22.50766465,muskmelon
75.27909015,103.617692,49.82786886,9.495977528,88.37016173,9.16324531,27.54555839,muskmelon
123.8780752,26.84683513,15.28354906,9.497635972,39.4242225,9.736787018,191.0099038,coffee
6.631734756,90.86272616,14.15289062,9.503212102,98.69151291,5.455525448,125.9312281,coconut
96.38298123,116.0577068,38.52979572,9.50846179,54.35189459,5.006179453,254.7555722,coffee
3.799607287,46.3758177,84.12184861,9.524956099,55.10381368,8.816600936,213.559411,chickpea
133.0187228,43.00726198,95.68734422,9.526231982,51.46486504,6.11905686,223.6204664,chickpea
6.999992644,30.47396124,203.3726249,9.545844639,71.52255704,4.780992369,214.0998493,chickpea
64.0251187,19.3269509,46.01847507,9.546439259,25.96504012,8.200937683,47.24414331,kidneybeans
25.22083753,84.10457546,204.3606959,9.557738183,71.34206114,8.789076814,26.88951939,muskmelon
57.56421545,44.64934423,202.6771292,9.561817072,48.45800609,4.494309605,261.5985657,chickpea
108.366053,45.00355916,135.315559,9.563029732,93.78884527,4.468395193,96.62595511,chickpea
9.109321687,14.98363376,179.3787623,9.565275645,33.71243467,4.920509368,204.8198272,chickpea
55.54238424,14.71401929,108.9416883,9.572305618,62.26475388,4.554189603,240.8872276,chickpea
30.88708151,17.99388828,104.1969852,9.578924524,96.55982185,6.48950914,217.6550154,coconut
109.2825999,51.1582954,119.1056188,9.578985952,45.26846955,9.896902187,145.6298264,chickpea
16.42752113,55.89890736,22.84909276,9.580714868,59.65675886,9.54183931,207.003716,pigeonpeas
138.4794476,63.83159067,43.49756374,9.60517398,39.50526672,3.611127184,259.5304288,coffee
44.8128206,40.95744389,142.0395743,9.612689145,55.95752556,9.221006658,114.6068633,chickpea
66.00890491,87.40988455,64.44403124,9.613449814,43.34519439,4.451394039,221.5767038,chickpea
133.9392446,54.13847833,43.69926039,9.618196072,45.08524529,6.67900539,114.3418457,coffee
34.53833901,76.11767877,166.162342,9.624624427,29.8380565,3.989372414,48.16105754,chickpea
129.9818681,85.04094186,26.59089882,9.626317468,38.39324712,4.340377721,155.592407,banana
81.96081752,55.82661409,201.4136664,9.627681982,77.08364712,5.724653345,206.7633526,chickpea
130.4647165,47.89779174,121.7887222,9.629060738,75.29793147,7.861570335,285.6009505,chickpea
120.2090736,22.09090229,95.06916567,9.632341304,83.68997853,6.425721355,105.4388564,chickpea
125.2903748,99.61454118,153.3038978,9.640056996,92.22006505,9.796318734,243.5148952,banana
71.00989039,68.34797671,142.7248778,9.641810843,15.40249952,9.917164112,45.14910631,chickpea
138.7080275,33.25323267,129.8331885,9.659607996,47.6675614,5.845490019,178.8491016,coffee
116.2010384,12.70822009,24.27143611,9.660143362,67.3932527,9.037114332,156.8969064,coffee
114.5074225,58.53600613,33.92698786,9.663670748,75.86320705,7.888349286,39.55226474,watermelon
15.41759678,18.07933996,89.61109225,9.669901373,68.69964912,6.777820145,147.0022848,chickpea
7.218401922,65.69966004,119.7943513,9.672476541,31.57475256,9.158368642,208.5943263,chickpea
113.0959166,64.44964885,185.9552578,9.673129652,24.83937088,9.036017219,96.18227932,chickpea
39.3709166,54.15116148,102.1426838,9.674143301,42.06912939,5.284869636,163.5499934,chickpea
93.15480193,11.69865664,107.6304902,9.67702343,44.93779746,6.972603057,210.5993194,coffee
6.9384524,13.76502988,128.0148914,9.680617808,92.31222151,9.413844803,156.7973464,chickpea
18.25149765,106.804604,13.82908128,9.693248633,69.93308099,9.184616999,191.7392634,pigeonpeas
22.71056057,99.8749872,159.6578574,9.7032508,31.8896844,7.183971252,169.9025624,pigeonpeas
68.91158077,50.78147951,153.3871582,9.710664105,30.93905597,7.670207093,220.1467687,chickpea
96.70512159,115.9712671,26.92419643,9.71961238,18.26763596,5.186278043,79.82344475,kidneybeans
29.5840167,39.22410716,179.3768912,9.724484921,57.97782698,8.705398282,226.3198623,chickpea
31.58502928,21.26702137,43.79587374,9.733796892,29.65176484,6.573052502,209.0106922,mango
22.86847334,25.80533689,186.2179719,9.733972743,15.10602859,8.468890616,149.2673944,chickpea
68.75911329,134.9159567,13.4623931,9.739841803,40.13740067,5.210157915,247.2729214,maize
46.13194537,100.328183,8.950267552,9.742171412,97.44988698,4.357547513,30.99304685,mungbean
84.95322863,44.34367356,21.15568334,9.743345954,81.85338462,3.806363999,173.9475301,maize
86.33465065,83.90896681,119.5684823,9.745479583,67.24186407,8.089478957,288.6630878,chickpea
7.427414649,85.32867905,27.20899265,9.747642531,21.48680692,6.090601485,232.8987262,kidneybeans
73.31291818,37.77619833,174.780328,9.748692659,18.59375043,5.851330542,145.947921,chickpea
116.4978324,97.97486342,31.27975288,9.75159202,18.346087,5.383598506,46.26444209,kidneybeans
21.56896953,55.3891547,42.28837967,9.75314913,27.57127165,4.758364409,198.7480758,kidneybeans
75.21132125,28.15484947,24.55923559,9.755504346,84.34028639,6.375507284,87.44647091,maize
87.11960422,18.50990096,91.31565657,9.757776407,96.83697812,9.461366351,200.1274945,coconut
119.5292146,75.30110036,104.0376526,9.77125153,34.2642463,8.918374811,260.7357336,banana
115.3442405,53.49480249,104.6262716,9.772542565,23.9960502,8.642614847,63.10778409,chickpea
42.07738817,8.941212955,61.29287276,9.785017334,24.01964413,7.034901339,269.1103012,mango
44.67227298,80.84256383,48.92555211,9.785512303,55.8912655,4.741611488,211.1637019,pigeonpeas
56.37165051,44.59364566,178.7795818,9.790743258,74.12593207,9.709209189,31.59165739,chickpea
33.86683261,88.48093039,79.47492741,9.794876421,53.0765177,9.233207019,50.00429166,chickpea
80.22205628,94.99746365,34.42680121,9.795884028,66.3855342,5.993738982,199.3568421,banana
122.5704974,77.04988075,39.16170558,9.804419391,57.32117011,7.461602373,47.91468705,watermelon
59.59821857,13.17301351,166.8781385,9.807844895,73.39591251,9.552587392,271.927833,chickpea
90.75062162,90.07139189,103.3274907,9.823847156,15.64187846,6.835331658,237.6552708,chickpea
89.67929188,86.7692168,120.0529317,9.830558755,31.26665285,8.846596231,141.7907779,banana
3.629787437,88.86910501,134.4770387,9.836462081,26.01231094,6.838064483,219.905857,chickpea
54.66320527,47.26498086,72.83306836,9.846139142,47.82133808,3.744579115,75.07829992,chickpea
81.4497505,51.6344589,56.25998041,9.84749039,68.6344294,6.104945925,114.3532256,coffee
123.3023665,82.66556013,132.4283003,9.848489718,77.16319359,4.547064907,129.0955496,banana
39.30333117,109.1562297,142.684588,9.850438307,61.42882437,9.794920842,20.76341127,muskmelon
35.61315599,80.61520353,112.0309547,9.854512597,45.04855388,9.664921703,69.61262951,chickpea
68.43028792,33.46047705,116.1794001,9.855637903,25.83263933,5.551989825,116.3366519,chickpea
137.4675115,43.73669476,106.5819708,9.859591618,85.07217422,6.990592128,179.6620738,chickpea
6.040779687,62.45053755,172.8625658,9.860270199,54.83639103,5.766185188,236.2242238,chickpea
23.82326042,28.60696328,45.39450072,9.877653675,98.48204155,5.606500223,238.2147845,coconut
126.400805,113.2876093,70.70689987,9.888288538,96.31721381,7.765130768,276.5607236,coconut
19.64854305,96.81671442,153.5908477,9.898994925,15.33367982,9.105979839,222.1539307,chickpea
131.3980528,109.0643775,51.40314048,9.90178182,65.93188101,5.403919453,199.1422754,coffee
28.75485291,68.91825558,90.15040761,9.902606183,67.96039726,9.726358286,153.6366465,chickpea
40.14687843,8.262501801,88.75131203,9.905466518,97.5173464,8.40398247,89.19050802,chickpea
96.35012982,82.2219886,105.7379103,9.915447281,37.81313443,4.336871926,186.1378796,banana
33.6243781,53.27509829,186.6134566,9.919101097,48.60797905,6.021344375,113.5609108,chickpea
52.95870163,78.01381087,79.21711652,9.920198401,40.75001473,9.830946126,204.089861,chickpea
25.42710242,142.0288936,24.79265511,9.927559909,95.99862557,5.142351355,165.3944082,coconut
88.9370628,125.0320785,147.6103749,9.930445036,97.80025722,6.900668786,222.6534355,coconut
89.08233082,14.63003282,54.91015457,9.935591032,59.31049915,4.128150283,273.6536741,coffee
97.89257202,137.5702452,140.9205999,9.940597567,95.64986465,8.889761927,45.07076529,watermelon
27.06928235,66.73370213,97.86819102,9.94583705,37.12966645,7.527642685,90.62823155,chickpea
117.5797728,92.71362092,12.67520728,9.949123243,85.09550386,7.81440785,196.1361786,banana
94.18604655,116.2547902,11.80973135,9.95218315,77.02355324,9.102661419,168.4316162,maize
129.4435833,24.47464558,114.4927257,9.953400753,77.43552366,4.363820347,22.94424201,muskmelon
44.16164489,30.31050238,67.85596532,9.972111045,54.58929529,7.832535928,148.3921418,mango
4.6687326,54.32150832,18.23551634,9.980995471,19.17571614,4.476302759,99.1012997,kidneybeans
96.71318635,15.19141739,23.76339123,9.984301007,55.68471363,5.548150263,177.471834,coffee
52.54001329,6.735573531,126.3515665,9.994279875,74.53869331,6.908846999,42.59965546,chickpea
67.48029303,86.72360615,74.78017601,9.99663611,90.96128167,3.889371483,183.7961177,papaya
116.3064062,86.23413017,96.59172861,9.999255806,23.23598279,7.990153545,56.49057988,chickpea
86.67378673,144.0058486,53.72547314,10.00026371,51.86567319,6.231455919,94.06688954,banana
98.07536155,8.745452902,128.3640661,10.00033623,93.71748447,4.385956213,215.9258484,coconut
58.85170176,31.79696105,179.9831361,10.00254505,48.11830116,7.849497963,106.5732832,chickpea
99.29439614,129.0724986,47.66854824,10.00931253,38.07284894,4.807556774,218.9660344,coffee
15.0,14.0,8.0,10.01081312,90.22399223,6.22094286,119.3941064,orange
131.6779853,131.3187587,170.0874799,10.01899322,69.40390964,3.808147387,39.19544107,watermelon
59.63176061,142.0058901,92.77221698,10.02331257,93.78980494,8.78735434,169.0863945,papaya
80.83571781,5.070717284,168.2697326,10.02489543,81.889646,3.67018115,128.7174399,chickpea
84.48841151,8.174774216,36.66768398,10.02819387,36.4641984,4.397013858,275.9766201,coffee
49.72323111,34.11270157,80.71939649,10.02828146,47.61347792,3.683205294,200.515908,chickpea
62.42460066,101.3511947,73.75095358,10.03985511,57.56489385,8.298434572,119.0435175,chickpea
54.79267887,39.58789927,185.4920993,10.03995009,86.0082848,6.848527795,195.5527249,chickpea
112.9411091,122.1239903,33.38506431,10.04772053,63.4691216,7.632819693,241.7568385,coffee
123.2380563,15.98277917,179.4309412,10.05216929,76.19477601,4.298071162,243.6447493,chickpea
38.19025354,45.20542442,15.40430056,10.06344046,82.67557374,7.544944531,63.32586486,chickpea
71.83270103,98.05839692,8.604172784,10.07437357,32.56799644,7.581698295,281.2898087,pigeonpeas
72.21392387,40.58013047,45.99709535,10.07879609,96.06987505,5.913879594,289.2768319,coconut
85.97579236,12.20794456,159.9252887,10.09275825,57.34237973,4.747763032,31.07340462,chickpea
39.32231858,95.87756659,89.75844129,10.09599486,48.98191571,3.835085873,161.573556,chickpea
139.1911066,62.88081332,37.41360536,10.09776361,74.10024188,7.530584978,122.4074806,cotton
23.84078986,89.76717955,31.20859235,10.10244085,20.22787658,4.670857989,128.107231,kidneybeans
46.88936783,26.52343003,105.2312057,10.10778568,56.08129145,4.477311666,76.94312468,chickpea
46.28347899,105.4025658,204.8493278,10.1099467,46.64695046,9.562669643,67.80915578,chickpea
103.5122682,43.75267438,177.5321,10.11314007,50.38524372,3.822409313,153.5830294,chickpea
88.59086126,22.37515741,197.0836692,10.1140109,44.97062628,8.490453207,297.7531603,coffee
89.5124227,108.40493,106.8595183,10.115149,66.57676959,3.894735405,273.795512,banana
0.8699599522,67.38114165,11.7849006,10.11830545,33.6864792,5.106619813,237.4209382,pigeonpeas
33.47879273,102.1564823,36.42353527,10.11980029,27.84837964,5.516908842,124.3879449,pigeonpeas
28.6540701,102.4077109,200.7170817,10.12007747,71.09343091,9.782327391,148.9384302,banana
20.62144313,73.79568395,127.2111115,10.12677858,44.42957106,8.828697332,259.3348478,chickpea
65.55368877,65.55432972,25.67142984,10.12983728,96.45170514,7.522763783,248.2295019,papaya
109.7910271,30.97471337,64.5437169,10.13976086,53.93227805,9.87715833,244.4085122,coffee
117.1964558,80.19215832,18.50072745,10.1523218,57.93521049,8.776928567,246.0432494,banana
114.9420496,33.53106521,126.4193699,10.15291076,65.73875949,5.132101531,69.3933227,chickpea
0.6846412245,35.96177113,120.3537113,10.1569562,73.61075082,6.275217088,136.8561511,chickpea
44.04646922,28.21577656,10.73439608,10.1579931,38.80887297,4.441741808,189.7435776,orange
7.0,17.0,10.0,10.16431299,91.22320999,6.465913274,106.362551,orange
38.1916253,106.5728901,76.02716804,10.1672996,55.79713028,8.759679259,169.5826594,pigeonpeas
69.63834359,6.515574979,99.73728913,10.16819509,64.93350438,5.27714323,194.9878806,chickpea
80.77861167,35.45036413,153.9776975,10.18437302,41.78034433,4.503918253,143.4500791,coffee
60.38176342,20.46591589,39.39506739,10.18791427,51.06235362,4.099929995,212.2323937,coffee
70.92744863,73.30158525,93.96022165,10.19210344,99.85262296,5.989051628,217.998169,coconut
117.07831,52.91902761,114.0209378,10.20183648,51.97840987,7.291783096,242.3250132,chickpea
52.48169198,141.6802029,29.79352712,10.20852063,53.786893,4.300601943,264.1494945,pigeonpeas
50.18354115,38.73448669,65.76238636,10.20896037,50.54029799,6.515644428,260.7176028,chickpea
91.21648837,47.54325528,91.62855167,10.22320321,69.17324662,5.031065133,265.8443343,chickpea
21.76664772,18.73748285,15.77214319,10.22483194,66.4667222,6.725011389,250.3837137,pigeonpeas
119.8286289,59.34160526,12.26837106,10.22495739,46.05541304,8.222540515,46.7950707,watermelon
104.1744363,57.66650278,80.32784467,10.22960359,61.37584377,9.450699757,62.77165514,chickpea
24.62679009,62.74954322,68.29043642,10.23196129,62.16360501,4.542473357,204.8510165,pigeonpeas
